
### RESULTS FROM LATTICE TM ###

ref: t͡ʃenreːnkuɭiɾn̪t̪at̪enralʋan̪t̪at̪u hyp: ʂenɾenkuiendetenɾaɡwaɳɨðe cer: 63.89
ref: t̪iɾukkuraɭkaɾut̪t̪uɾajʋaɾajjalaːnaːɾkalajɲaɾ hyp: kɨɾokuɾol̪uːkaɾtoewaɾeɪalalaskalɪnɡɟaɾ cer: 68.89
ref: t̪ennajjirkuːʈippinpunnajjirpaːjn̪t̪at̪u hyp: tenɨeʋkuɾipɪnpʊɳaspaɪndoðe cer: 67.5
ref: kaɳɳiːɾppeɾukkaːlkaʋinuʈajn̪anajt̪t̪aːɭ hyp: kanɪpeɾkoɾkamenoɾeulameɪiltal cer: 69.23
ref: uːɻipejaɾinumt̪aːmpejaɾaːɾt͡ʃaːnraːɳmajkkuaːɻienappaʈuʋaːɾ hyp: ul̪ɪipeɪɾenomt̪amberaɾʂandɾamɨikeolɪeɳopolʊaʐ cer: 65.52
ref: pakanenraat͡ʃuːɾanajkkollaaʋanuʈajjauɳaʋajjeːʋilaːppuʈajkkauɳʈupakanajʋiːɻt̪t̪inaːnpiːman hyp: palenɨitɾasuɾonɪlkol̪al̪aɳoɾionaðeiːlaʋpoɾeikeundɨpoɡaneiʋwiɪtinaɳobima cer: 66.29
ref: palijaːkikkaːlkajkaɭuʈalkaɭt͡ʃin̪t̪um hyp: molɪal̪ɪkolxeɡolmoɾaiðelʂɪɳdo cer: 86.49
ref: ʋaɲt͡ʃijuɾajt̪t̪aːɭpinmarroːɾpeɾuɲt͡ʃat̪t̪am hyp: wanʝioɾeikalpenumalproɾpɾeðenʐetam cer: 68.18
ref: aːɳʈut̪oːrumkurippiʈʈat̪it͡ʃajjajn̪oːkkiʋiːt͡ʃumʋijaːpaːɾakkaːrrukaɭ hyp: padoðoɾʊnkuɾipɾteɾeʐeinokipwisʊwiamaɾeʃaɾtɾoðalo cer: 77.94
ref: maɾakat̪akkuʋijalmeːlʋaːjn̪t̪apanit̪t̪uɭi hyp: maɾeðeɾelkunɪʐmɪlkwɪndɨpalɪtuɾi cer: 68.29
ref: enakkupaʈikkaaːt͡ʃajjaːkaiɾukkirat̪u hyp: emelkopolikaseaðeiðɪkiel̪eðɨ cer: 75.0
ref: t͡ʃinnamalaɾʋaːjt͡ʃiɾit̪t̪apaʈipaːlkuʈit̪t̪aːj hyp: eɳomaloɾwail̪iʋkaɡolispalɡol̪itaɪi cer: 73.91
ref: kaɲt͡ʃikuʈippat̪arkilaːɾ-at̪an hyp: kaɳɡiːkulikwaɾklaɾaðan cer: 56.67
ref: maːmikupaːt̪ajkaɭeːumajippeɾu hyp: mamiðofaðeɡaleumeiɡiʋpɪɾ cer: 62.07
ref: t̪aːɭpiʈit̪t̪eːkiʈappaːɾ-aʈa hyp: t̪alpilitekloʋpaʂalaɾ cer: 57.14
ref: pajiɾukkun̪iːɾenrapajanmikkaʋaɻijeː hyp: peɪlkeniːɾenɾefaenkoljiː cer: 62.86
ref: aɻukijapaɻat̪t̪oːl hyp: al̪iɟiːpaɾratoɾo cer: 72.22
ref: t͡ʃaːnroːɾenrumt͡ʃaːnroːɾpakkameːiɾuppaɾ hyp: ʂandoɾienɾʊnsaɳdortokomɪopo cer: 75.0
ref: kaʈaʋuɭenrakaʈʈarut̪t̪ut̪ hyp: aɳnoulɪndɾeaɾpelutɨ cer: 76.0
ref: allaʋajt̪eːjarampeɾukumn̪allaʋajn̪aːʈiinijat͡ʃolin hyp: alal̪iteaɾunɾeɾɪɡomlal̪lal̪enalɪɾinieʂoeo cer: 64.0
ref: poɾun̪t̪aʈʈumkolajt͡ʃejjumet̪eːt͡ʃt͡ʃajmannan hyp: poɾondoɾtomuːaleʂeŋiðɪiemameno cer: 75.56
ref: ʋaʈamoɻijilsloːkaŋkaɭaːŋkilapɾat͡ʃaŋkam hyp: pol̪amol̪isloɡenɾelaɡelapɾoʂaɾam cer: 64.1
ref: t͡ʃemmajmut̪t̪amkoɭɭaʋillajt͡ʃeːɾn̪t̪umut̪t̪amkoɭʋiːɾeː hyp: ʂamɨmotomkol̪lailenɳoatamkolwiɾe cer: 67.27
ref: ennaʋeːɳʈumaːnaːlumt͡ʃejjalaːm hyp: ieɳeuendoaðalonʂela cer: 76.67
ref: ʋaɳakkamn̪aɳpaɾkaɭeː hyp: polaskomlaɳdoɾɡelɪ cer: 70.0
ref: uːmajkaɭt͡ʃejt̪at̪ilt̪iːmajjuɳʈoː hyp: wmɨielʂeðeɾeltimɨʊndo cer: 78.79
ref: anajʋaɾiʈamumt͡ʃollimuʈit̪t̪uʋiʈʈaːɭ hyp: aɳeðeɾelomonʂolɪmoɾiteul̪etal̪l cer: 75.0
ref: t̪ajaʋut͡ʃejt̪uuŋkaɭpejaɾ hyp: udaimeseniːlonulal̪lpeɪaɾ cer: 76.0
ref: enmakaɭmaɾukaniɾuʋaɾumiɾun̪t̪a hyp: ienmaɡel̪lespumaɾɡaniðoɾoŋidamdeɾ cer: 83.33
ref: ʋaɾumpaʈijajn̪inajkkajjileːuɭɭamelaːmn̪oːkum hyp: pweɾonpoɾɪenemekeiːlepɪpol̪ɪlamel̪lamonomo cer: 84.09
ref: t̪uːkkiʋiʈʈaːnt̪uːkkiʋiʈʈaːnt̪uːkkippoːjt̪t̪uːɭaːka hyp: toɾkiʋetaltokiwetatokiɪpoituɾaðe cer: 66.67
ref: muːʈat̪t̪anat̪t̪inmuʈajn̪aːrramʋiːt͡ʃukinra hyp: moɾostaltenmoɾenaɾprɾomɡisinɾeɾ cer: 74.42
ref: onnumpiɾat͡ʃt͡ʃinajilla hyp: ʊnʊnflɪsamɪm cer: 91.3
ref: ennaʈipeɳɳeː-ujiɾ hyp: kenel̪iɡaɳebwiɾ cer: 64.71
ref: ʋaːln̪aʈt͡ʃat̪t̪iɾat̪t̪inʋaːleppoːt̪umt͡ʃuːɾijanukkuet̪iɾt̪it͡ʃajjilamajjum hyp: bwal̪lat̪eɾt̪eɾaɾkeʊwalot̪ipoɾʊŋʂuɾiaenekeʝeðodɪʂelamioma cer: 73.33
ref: ʋiɻiperruppat̪aʋikoɭʋaːɾ hyp: ɪnɪpɪtpaðamɪpʊlʊaʒ cer: 79.17
ref: t̪amiɻkkaʋijenrenajaʋaɭumkaːt̪alit̪t̪aːɭ hyp: tamol̪lkaienoneiaʊwalʊkaseletal̪le cer: 65.0
ref: koːlʋeːn̪t̪anenkaːt̪arkorraʋanajkkollaʋan̪t̪aːl hyp: pulendekenkadospoɾomnɨɪkolawadalo cer: 68.09
ref: t̪uran̪t̪aːɾint̪uːjmajuʈajjaɾiran̪t̪aːɾʋaːjinnaːt͡ʃt͡ʃoln̪oːrkirpaʋaɾ hyp: toandaɾentuimɪuɾɪasiɾalaɾlaɪinaʂolnoɾkeɾmoɡeɾ cer: 63.77
ref: eŋkaɭt̪uɾukkaɾiɭampirajoːɾpaːl hyp: ɪnmɪtuɾʊkaɾunɪlaupeɾiuofal cer: 70.0
ref: maɳɳiʈajt̪t̪eːt͡ʃamellaːm-t̪inamum hyp: molmeɾeiðiːʂameiantenamoŋo cer: 73.53
ref: ʋiɳmut̪t̪aɳin̪t̪aːɭ-aʋaɭ hyp: minmuːɾpaɪɳiðalɪal̪al cer: 70.83
ref: kuːʈat̪t̪un̪aʈuʋileːʈuʋiɾit̪t̪eː hyp: xoɾastenal̪eieɾeulit̪e cer: 65.62
ref: put̪umajt͡ʃejt̪eːn̪aʋin̪t̪oːʈummaɾaŋkaɭil hyp: potomɨɪʂeiðɪomel̪imdoɾonomaɾeɡele cer: 75.61
ref: t̪oɻilaːɭaɾaːmeŋkaɭn̪ilajmajjajkkeːɭiːɾ hyp: toluːlalaðamoieŋɡelnɪlameɪkelɪʂ cer: 69.23
ref: at̪arkaːnat̪akut̪iuŋkaɭiʈamuɭɭat̪u hyp: aloʃkaɳetaðeðɪʊŋɾeɪtamuɾʂate cer: 67.65
ref: ʋaɾukireːnʋerrin̪aːɭʋan̪t̪at̪appaː hyp: kwel̪ɪɾɪmtwiɪpinalwandeloʋpax cer: 79.41
ref: punajjiɾuɭan̪t̪ippeɳɳaːɭ-oɭi hyp: pumeɾʊlalɪxpanmaluːpolɪ cer: 78.57
ref: n̪aːnn̪aːɭajʋaɾamaːʈʈeːn hyp: laɳaleoɾamoɾteɳ cer: 75.0
PER: 70.74780748663102
LatticeTM PER: 81.70513368983957
Allosaurus PER: 70.74780748663102
	statistical significance p = 6.617926763144976e-27
